transaction_id,account_id,employee_id,transaction_date,transaction_type,channel,amount,balance_after
TXN0000603,ACC000063,,2025-02-16 09:32:00,Consignacion,Banca web,1451437.72,16524772.8
TXN0001586,ACC000168,EMP016,2025-01-14 07:42:00,Consignacion,Sucursal,2487557.09,5075438.8
TXN0000415,ACC000045,,2025-07-02 21:06:00,Pago de cuota,Cajero automatico,1896806.23,5467478.59
TXN0000401,ACC000044,,2025-09-28 09:03:00,Consignacion,Cajero automatico,1629412.1,7541164.58
TXN0001106,ACC000123,,2025-02-03 16:26:00,Deposito,App movil,709784.29,3490822.82
TXN0000004,ACC000001,,2026-06-17 19:44:00,Retiro,App movil,1610018.52,14523457.98
TXN0001407,ACC000155,,2026-05-14 15:14:00,Compra con tarjeta,Datafono,369645.08,6039901.95
TXN0000394,ACC000044,,2025-02-06 15:46:00,Consignacion,Datafono,918946.55,14457745.77
TXN0000784,ACC000093,,2025-07-22 13:27:00,Pago de servicios,Cajero automatico,2124420.81,7140968.72
TXN0001559,ACC000167,,2025-02-05 15:20:00,Deposito,Datafono,2650154.9,22082657.73
TXN0000657,ACC000068,,2025-02-15 19:30:00,Consignacion,Datafono,1090859.56,22508179.33
TXN0002121,ACC000224,,2025-02-18 21:17:00,Transferencia enviada,Banca web,2742803.93,4882735.4
TXN0000361,ACC000039,,2025-07-17 15:17:00,Consignacion,Datafono,1123832.77,16781389.81
TXN0001815,ACC000197,EMP008,2025-10-10 16:01:00,Deposito,Sucursal,2732365.98,21573515.81
TXN0000232,ACC000026,,2026-02-19 08:05:00,Compra con tarjeta,Cajero automatico,1209252.95,7928787.26
TXN0000296,ACC000031,,2025-06-23 17:39:00,Consignacion,Banca web,2184905.73,1131490.0
TXN0001781,ACC000195,,2025-03-08 20:22:00,Consignacion,App movil,2258432.55,5031090.93
TXN0000593,ACC000063,EMP014,2025-10-03 06:21:00,Transferencia enviada,Sucursal,1143954.98,5292057.86
TXN0001434,ACC000156,,2025-08-22 17:45:00,Transferencia recibida,Datafono,2875560.59,11637508.03
TXN0000044,ACC000006,EMP013,2026-01-05 06:27:00,Consignacion,Sucursal,2885401.6,4999873.27
TXN0001269,ACC000137,,2026-04-11 19:03:00,Retiro,Banca web,993181.7,21698738.96
TXN0001701,ACC000185,EMP022,2025-09-09 13:52:00,Compra con tarjeta,Sucursal,1697051.92,23499101.76
TXN0001197,ACC000131,EMP017,2025-11-15 16:09:00,Transferencia recibida,Sucursal,1967490.13,21622044.58
TXN0002116,ACC000224,EMP017,2025-08-06 11:09:00,Deposito,Sucursal,2858588.02,4636005.7
TXN0001840,ACC000200,,2025-12-06 10:29:00,Deposito,Datafono,2912819.24,16845207.84
TXN0000512,ACC000053,,2025-07-16 15:10:00,Retiro,Datafono,25107.96,23106560.11
TXN0001224,ACC000134,,2026-01-05 12:00:00,Retiro,Datafono,1093263.54,22776908.49
TXN0001615,ACC000170,,2025-10-28 11:02:00,Pago de cuota,App movil,2107910.01,2750767.52
TXN0002069,ACC000222,,2025-09-12 18:44:00,Pago de servicios,Datafono,1927936.89,23258441.68
TXN0000292,ACC000031,,2026-02-13 19:49:00,Consignacion,Cajero automatico,2669494.89,13986811.47
TXN0000360,ACC000039,,2025-11-16 06:36:00,Transferencia recibida,App movil,2239589.47,8028800.44
TXN0000354,ACC000039,,2026-02-28 08:31:00,Pago de servicios,Cajero automatico,1306826.68,5411335.58
TXN0001690,ACC000184,,2025-04-14 10:47:00,Deposito,Datafono,950934.05,12742572.53
TXN0001012,ACC000115,,2025-07-30 21:27:00,Pago de servicios,Banca web,1488843.25,20399146.07
TXN0000225,ACC000024,,2026-05-27 10:57:00,Compra con tarjeta,Datafono,1873599.23,19635470.09
TXN0000652,ACC000068,,2026-04-12 21:02:00,Compra con tarjeta,Cajero automatico,3304802.77,23043216.91
TXN0000365,ACC000040,,2026-04-28 07:06:00,Pago de cuota,Banca web,197761.57,9803999.85
TXN0000727,ACC000086,,2025-06-10 17:16:00,Retiro,Datafono,305808.62,7383249.94
TXN0000516,ACC000053,,2025-02-11 08:20:00,Pago de servicios,Banca web,413871.9,11429074.71
TXN0002189,ACC000235,,2025-12-23 06:04:00,Pago de cuota,Banca web,751682.82,7834459.04
TXN0001730,ACC000189,EMP013,2026-01-17 16:00:00,Transferencia recibida,Sucursal,2702772.42,5284433.43
TXN0000310,ACC000034,,2026-01-27 13:26:00,Pago de cuota,Cajero automatico,2009415.95,24263723.96
TXN0000462,ACC000047,,2025-07-29 10:21:00,Consignacion,Cajero automatico,1893322.05,18437127.81
TXN0000074,ACC000010,,2025-01-08 17:35:00,Pago de servicios,Datafono,2135584.87,17113484.27
TXN0000597,ACC000063,EMP014,2025-11-14 10:22:00,Consignacion,Sucursal,1799159.76,11141605.95
TXN0000993,ACC000112,,2026-06-16 16:21:00,Pago de cuota,Cajero automatico,3357470.47,6053359.52
TXN0002228,ACC000238,,2025-07-13 13:36:00,Pago de servicios,Banca web,1209826.77,16184108.55
TXN0001772,ACC000195,,2025-07-08 09:42:00,Deposito,Cajero automatico,472245.52,5779082.72
TXN0001759,ACC000194,EMP001,2025-10-19 16:11:00,Retiro,Sucursal,3260622.0,9069678.73
TXN0001248,ACC000135,,2026-04-30 13:16:00,Consignacion,App movil,2107287.31,16967110.49
TXN0001391,ACC000154,,2025-05-10 09:14:00,Retiro,Banca web,2906972.06,13766114.59
TXN0001133,ACC000126,,2025-03-23 14:57:00,Retiro,Datafono,1934553.07,11016583.51
TXN0000710,ACC000079,,2025-12-06 16:39:00,Transferencia enviada,App movil,1471246.56,2630148.93
TXN0000483,ACC000050,EMP022,2025-10-12 12:01:00,Retiro,Sucursal,2372951.22,24396229.28
TXN0000086,ACC000010,EMP008,2025-07-01 16:40:00,Transferencia recibida,Sucursal,1587665.77,19032220.1
TXN0001052,ACC000120,,2026-05-31 11:48:00,Retiro,Cajero automatico,2715645.37,7622010.76
TXN0000938,ACC000109,,2025-05-23 15:29:00,Pago de cuota,Cajero automatico,2925030.65,6070010.24
TXN0001088,ACC000123,,2025-06-05 17:41:00,Transferencia enviada,Datafono,1194125.86,6965720.21
TXN0000245,ACC000027,,2026-01-18 12:26:00,Transferencia recibida,Datafono,1535501.22,4090104.69
TXN0001353,ACC000149,,2025-12-01 21:18:00,Retiro,Datafono,1174796.47,18363500.86
TXN0000177,ACC000019,,2026-01-21 13:33:00,Compra con tarjeta,Banca web,1241614.05,12176670.45
TXN0001424,ACC000156,EMP002,2025-07-02 18:39:00,Pago de cuota,Sucursal,335839.22,21306698.16
TXN0000267,ACC000030,,2026-06-03 18:46:00,Compra con tarjeta,Cajero automatico,3091433.98,19402654.03
TXN0001511,ACC000159,,2025-06-20 07:41:00,Pago de servicios,Cajero automatico,2454796.95,11228787.39
TXN0001985,ACC000216,,2025-02-11 12:01:00,Transferencia recibida,App movil,3423184.57,23064391.08
TXN0000157,ACC000017,,2025-05-28 15:43:00,Deposito,App movil,3351296.86,13842569.45
TXN0001903,ACC000204,,2025-06-22 16:03:00,Pago de servicios,Cajero automatico,3025788.66,12761612.85
TXN0000925,ACC000108,EMP016,2025-08-20 18:43:00,Retiro,Sucursal,601761.12,5620816.21
TXN0000385,ACC000042,,2025-03-15 06:09:00,Transferencia enviada,Banca web,2306164.17,2125739.47
TXN0001953,ACC000210,,2025-12-14 19:23:00,Pago de servicios,App movil,2758751.18,4452600.03
TXN0001889,ACC000203,,2025-10-13 08:18:00,Compra con tarjeta,Datafono,265338.17,1367545.14
TXN0000507,ACC000052,,2025-04-25 08:01:00,Deposito,Banca web,2653095.78,4916811.3
TXN0000302,ACC000031,,2025-03-03 15:12:00,Consignacion,Datafono,956772.27,16372399.22
TXN0002043,ACC000218,EMP022,2025-01-12 11:03:00,Pago de cuota,Sucursal,1894931.48,11862947.83
TXN0000522,ACC000053,,2025-10-07 18:22:00,Pago de cuota,Banca web,2336702.77,24688204.81
TXN0000578,ACC000062,,2025-08-06 18:45:00,Pago de servicios,Banca web,2579003.33,1835659.9
TXN0001977,ACC000213,,2025-09-25 14:36:00,Retiro,Banca web,2143132.81,4519707.07
TXN0000808,ACC000094,,2025-02-12 09:13:00,Pago de cuota,Datafono,2773335.01,15078591.95
TXN0001651,ACC000175,EMP020,2025-10-02 10:50:00,Deposito,Sucursal,725075.66,256303.89
TXN0000703,ACC000079,,2025-01-27 20:33:00,Retiro,App movil,2061468.61,2576214.45
TXN0001198,ACC000131,,2026-05-17 13:05:00,Consignacion,Cajero automatico,1417150.8,13089907.67
TXN0000083,ACC000010,,2025-03-14 21:56:00,Pago de cuota,Cajero automatico,1756666.04,13250664.23
TXN0001227,ACC000134,,2025-02-01 21:38:00,Consignacion,Banca web,1721148.69,18750900.6
TXN0000649,ACC000068,,2025-03-21 17:43:00,Pago de cuota,Datafono,1415610.44,21801649.67
TXN0000319,ACC000034,,2025-07-27 12:04:00,Consignacion,Cajero automatico,3245590.19,21679553.78
TXN0000369,ACC000040,,2026-02-06 11:44:00,Compra con tarjeta,App movil,2762837.69,11337543.86
TXN0001793,ACC000196,,2025-02-14 12:29:00,Retiro,Banca web,1877082.69,2574352.86
TXN0002021,ACC000217,,2025-07-06 17:34:00,Consignacion,Datafono,2370517.8,10653450.71
TXN0000696,ACC000079,,2025-04-10 06:30:00,Compra con tarjeta,Banca web,2830126.17,21014284.52
TXN0001939,ACC000210,,2026-01-31 16:01:00,Consignacion,Datafono,1128340.54,19327350.98
TXN0000961,ACC000110,EMP004,2025-10-14 17:22:00,Consignacion,Sucursal,635360.02,6456023.05
TXN0001940,ACC000210,EMP001,2025-10-22 14:14:00,Retiro,Sucursal,1080101.48,21944974.16
TXN0000903,ACC000106,,2025-01-23 11:38:00,Transferencia enviada,App movil,2441504.73,7248512.34
TXN0001100,ACC000123,EMP025,2026-01-01 10:51:00,Pago de cuota,Sucursal,1502016.0,21850682.77
TXN0000466,ACC000047,,2026-04-14 08:05:00,Pago de servicios,Banca web,3143831.05,23956830.06
TXN0002229,ACC000238,,2026-01-21 11:29:00,Transferencia enviada,Cajero automatico,461870.44,9639655.13
TXN0000737,ACC000086,,2026-06-13 20:46:00,Retiro,Banca web,1198901.91,7833740.09
TXN0000792,ACC000093,EMP017,2025-03-14 19:56:00,Transferencia enviada,Sucursal,1353042.78,4863762.73
TXN0002236,ACC000238,EMP013,2025-07-11 17:42:00,Transferencia recibida,Sucursal,1865384.34,6145609.16
TXN0001539,ACC000163,,2026-05-14 21:27:00,Transferencia enviada,Banca web,3316184.81,12188680.11
TXN0001926,ACC000209,,2025-06-07 10:20:00,Consignacion,Datafono,2023046.92,24854855.72
TXN0001231,ACC000134,,2025-11-21 11:57:00,Compra con tarjeta,Datafono,2530253.02,12913347.83
TXN0000217,ACC000024,,2026-06-08 14:25:00,Transferencia enviada,Cajero automatico,2628091.16,1363162.8
TXN0001262,ACC000137,,2026-05-08 07:16:00,Pago de cuota,Banca web,636517.67,17061671.01
TXN0000534,ACC000056,,2025-12-16 18:06:00,Compra con tarjeta,Banca web,1214549.17,10304120.77
TXN0001612,ACC000170,,2026-02-25 09:00:00,Deposito,Cajero automatico,2081067.44,23389099.22
TXN0001015,ACC000115,EMP008,2025-12-27 18:01:00,Pago de cuota,Sucursal,2833551.23,19774500.35
TXN0001847,ACC000200,,2025-12-02 18:06:00,Pago de cuota,Banca web,3362982.38,19475044.51
TXN0000209,ACC000023,,2025-01-29 21:07:00,Transferencia recibida,App movil,245764.37,16926055.27
TXN0001596,ACC000168,,2025-05-23 12:52:00,Pago de cuota,Banca web,295284.45,22019268.15
TXN0001120,ACC000125,,2025-08-04 09:23:00,Transferencia recibida,Cajero automatico,135178.19,17461565.06
TXN0000531,ACC000056,,2026-05-18 21:30:00,Deposito,Datafono,2991686.63,9790706.64
TXN0001575,ACC000167,EMP022,2025-09-16 12:32:00,Transferencia enviada,Sucursal,53137.57,21510346.66
TXN0000900,ACC000105,,2025-03-18 16:19:00,Transferencia recibida,Banca web,3463859.71,13343603.29
TXN0001370,ACC000151,EMP023,2025-11-04 13:44:00,Deposito,Sucursal,3067036.94,23783215.51
TXN0000765,ACC000091,EMP023,2025-09-02 12:05:00,Deposito,Sucursal,107525.15,8434544.89
TXN0000107,ACC000011,,2026-02-14 20:17:00,Consignacion,Banca web,2417759.48,19999478.43
TXN0001936,ACC000209,,2026-05-10 11:58:00,Transferencia enviada,App movil,1367877.1,10097248.7
TXN0000272,ACC000030,,2025-08-15 08:00:00,Retiro,Cajero automatico,2298565.27,11706797.99
TXN0001837,ACC000199,EMP021,2025-07-11 15:12:00,Pago de cuota,Sucursal,305277.94,7700159.48
TXN0000334,ACC000036,,2026-03-29 08:38:00,Pago de servicios,Datafono,32939.85,15497953.31
TXN0000931,ACC000109,,2026-02-04 20:46:00,Retiro,Banca web,2853127.67,14450293.56
TXN0002106,ACC000224,,2025-09-18 17:16:00,Transferencia recibida,App movil,1501966.19,20488036.57
TXN0001331,ACC000143,,2025-07-03 08:48:00,Retiro,Banca web,2358686.91,23133130.47
TXN0001191,ACC000131,,2026-02-05 12:53:00,Compra con tarjeta,Datafono,3008967.68,10634566.17
TXN0000140,ACC000016,,2025-09-28 10:10:00,Deposito,Datafono,2962589.54,8270764.09
TXN0000939,ACC000109,,2025-08-18 07:47:00,Transferencia enviada,Cajero automatico,419152.97,9442744.97
TXN0000607,ACC000063,,2025-09-29 16:58:00,Retiro,Cajero automatico,746628.61,18678262.69
TXN0001386,ACC000154,,2025-02-04 13:10:00,Consignacion,Banca web,1135638.0,12101283.06
TXN0002224,ACC000238,,2026-01-13 19:53:00,Deposito,Banca web,1617160.97,9585286.18
TXN0000096,ACC000011,,2025-04-29 19:28:00,Pago de servicios,Banca web,441346.77,11865164.49
TXN0002099,ACC000223,,2025-09-06 15:41:00,Deposito,Cajero automatico,1717605.38,4798787.65
TXN0000555,ACC000057,EMP018,2025-09-15 21:56:00,Compra con tarjeta,Sucursal,2103376.39,8238854.92
TXN0001963,ACC000212,EMP009,2025-01-08 15:39:00,Deposito,Sucursal,1326275.59,22138198.51
TXN0000060,ACC000007,,2026-01-17 06:21:00,Consignacion,App movil,1095213.05,21457287.23
TXN0000482,ACC000050,,2025-12-01 07:38:00,Transferencia recibida,Cajero automatico,2046175.73,19534271.06
TXN0000350,ACC000037,,2026-02-28 07:53:00,Compra con tarjeta,Datafono,1054709.68,13883878.44
TXN0000999,ACC000113,,2025-08-16 15:12:00,Pago de cuota,Datafono,2943194.21,19262085.72
TXN0001548,ACC000165,,2025-04-08 18:48:00,Retiro,Cajero automatico,2186388.42,13235596.65
TXN0001139,ACC000126,,2026-03-02 08:41:00,Transferencia enviada,Banca web,3066727.45,627118.1
TXN0001192,ACC000131,,2025-01-24 15:17:00,Pago de servicios,Banca web,717306.76,24231867.1
TXN0000473,ACC000047,,2025-10-19 20:10:00,Pago de servicios,Datafono,3235219.43,4565189.96
TXN0001501,ACC000159,,2026-01-07 16:37:00,Transferencia enviada,Banca web,1668054.79,7250628.81
TXN0001589,ACC000168,EMP016,2026-05-16 13:45:00,Compra con tarjeta,Sucursal,1280481.43,11411874.51
TXN0000115,ACC000012,,2026-06-04 13:35:00,Transferencia recibida,Banca web,1417436.71,1979976.59
TXN0000432,ACC000045,,2025-08-07 07:37:00,Retiro,Cajero automatico,1180908.01,6854595.0
TXN0001487,ACC000158,,2025-10-21 11:24:00,Compra con tarjeta,App movil,3087961.84,18502739.33
TXN0001832,ACC000199,,2026-02-14 15:46:00,Pago de servicios,Cajero automatico,1830814.93,10196953.88
TXN0002085,ACC000222,,2025-06-05 15:11:00,Consignacion,Banca web,1504355.12,17351801.25
TXN0000117,ACC000012,,2025-01-19 09:25:00,Deposito,Banca web,135053.44,20649459.87
TXN0001510,ACC000159,,2026-01-09 14:12:00,Deposito,Datafono,988057.98,12245330.16
TXN0002143,ACC000228,EMP019,2026-01-11 21:53:00,Deposito,Sucursal,2015083.93,1593599.58
TXN0001650,ACC000175,EMP017,2025-05-06 17:48:00,Pago de servicios,Sucursal,2966639.75,2695466.08
TXN0001250,ACC000135,EMP005,2025-10-03 18:37:00,Pago de servicios,Sucursal,1797593.18,22166015.2
TXN0001349,ACC000149,,2026-04-02 12:11:00,Consignacion,App movil,1644459.13,9061472.82
TXN0001998,ACC000216,,2026-02-09 10:59:00,Compra con tarjeta,App movil,3010855.01,24549776.2
TXN0001960,ACC000212,EMP009,2025-10-27 19:09:00,Transferencia enviada,Sucursal,1288366.43,22981835.17
TXN0002045,ACC000218,EMP011,2025-11-03 18:05:00,Consignacion,Sucursal,1793035.01,16861768.17
TXN0001747,ACC000190,,2025-09-14 06:58:00,Retiro,Datafono,2817269.92,24803153.23
TXN0000022,ACC000005,,2025-01-31 14:03:00,Transferencia recibida,Banca web,1857718.7,24349756.74
TXN0000748,ACC000088,EMP012,2026-03-05 21:47:00,Transferencia recibida,Sucursal,3343287.71,3257007.76
TXN0001681,ACC000181,,2026-01-12 15:07:00,Pago de cuota,Datafono,3165536.56,9404846.1
TXN0001833,ACC000199,,2025-06-12 06:15:00,Transferencia enviada,Banca web,2650113.3,9212730.3
TXN0000252,ACC000027,EMP022,2026-05-26 17:29:00,Transferencia enviada,Sucursal,289978.61,1410398.23
TXN0000139,ACC000016,,2025-07-11 11:47:00,Deposito,Datafono,426544.8,10718410.28
TXN0001624,ACC000171,,2026-04-02 17:35:00,Transferencia enviada,App movil,1677800.3,14557191.57
TXN0000960,ACC000110,,2025-03-31 21:06:00,Pago de servicios,Banca web,1104878.26,4045197.4
TXN0000837,ACC000096,,2025-10-26 10:13:00,Transferencia recibida,Cajero automatico,2817210.97,18385619.22
TXN0001797,ACC000196,,2025-09-04 07:30:00,Deposito,App movil,1898352.24,23156443.13
TXN0000405,ACC000044,,2025-10-07 16:17:00,Pago de servicios,App movil,2810084.1,16362038.61
TXN0000450,ACC000046,,2025-10-30 11:50:00,Transferencia recibida,Datafono,3170467.57,2170993.56
TXN0000045,ACC000006,,2025-01-27 12:10:00,Consignacion,App movil,3419931.36,21095789.17
TXN0000471,ACC000047,,2026-04-01 20:19:00,Pago de servicios,Datafono,470520.34,4301710.76
TXN0001910,ACC000204,,2025-12-13 13:36:00,Deposito,Banca web,3359588.17,12325723.93
TXN0000419,ACC000045,,2026-05-18 21:27:00,Retiro,Banca web,2955731.55,13507816.64
TXN0001988,ACC000216,,2025-12-23 06:05:00,Pago de servicios,App movil,703949.84,16347330.02
TXN0001398,ACC000154,,2026-04-25 16:08:00,Pago de servicios,App movil,11234.11,17711443.06
TXN0001439,ACC000156,,2025-11-14 15:21:00,Pago de cuota,Cajero automatico,1998802.2,3614384.38
TXN0001661,ACC000175,EMP020,2025-07-30 17:09:00,Pago de cuota,Sucursal,597651.97,5186201.46
TXN0001827,ACC000199,EMP021,2026-04-17 17:50:00,Transferencia enviada,Sucursal,2727362.17,3152909.34
TXN0000276,ACC000030,,2025-09-12 11:35:00,Retiro,Datafono,1458994.25,19159422.67
TXN0000034,ACC000005,,2025-04-17 21:09:00,Transferencia recibida,App movil,2611248.22,8676785.02
TXN0001461,ACC000157,EMP004,2025-06-27 16:47:00,Pago de servicios,Sucursal,174754.35,9628685.76
TXN0000020,ACC000005,,2025-01-20 18:50:00,Consignacion,App movil,1684098.69,8607412.65
TXN0000479,ACC000048,,2025-10-30 21:57:00,Transferencia enviada,App movil,3393923.39,19991408.61
TXN0001278,ACC000137,,2026-03-20 09:50:00,Pago de servicios,Cajero automatico,2002423.98,15393380.97
TXN0001411,ACC000155,,2026-03-21 14:06:00,Pago de cuota,Banca web,1966740.95,15169629.55
TXN0001066,ACC000121,,2025-10-25 13:02:00,Transferencia recibida,Banca web,3265942.33,20294610.13
TXN0000274,ACC000030,EMP020,2025-09-30 07:46:00,Transferencia recibida,Sucursal,281994.46,24015062.77
TXN0000412,ACC000045,,2025-10-11 19:44:00,Retiro,App movil,908104.72,6939414.16
TXN0001904,ACC000204,,2025-04-07 19:17:00,Transferencia recibida,App movil,3482301.69,11298948.67
TXN0000327,ACC000036,,2025-07-26 20:05:00,Transferencia enviada,App movil,1141020.98,17962184.25
TXN0002148,ACC000229,EMP018,2026-01-18 06:30:00,Deposito,Sucursal,2754191.13,2295755.9
TXN0000919,ACC000106,EMP025,2025-05-21 06:38:00,Retiro,Sucursal,1350127.01,20665790.58
TXN0000372,ACC000041,,2026-04-18 18:37:00,Transferencia recibida,Banca web,842627.77,13703245.94
TXN0002061,ACC000221,EMP012,2025-12-16 11:15:00,Retiro,Sucursal,1131049.27,10021201.32
TXN0002180,ACC000235,EMP022,2025-02-02 12:27:00,Pago de servicios,Sucursal,234789.03,15675256.28
TXN0000865,ACC000099,,2025-05-27 18:36:00,Compra con tarjeta,App movil,194497.54,17690485.37
TXN0001378,ACC000153,,2025-01-16 17:57:00,Retiro,Cajero automatico,331512.41,2819140.64
TXN0002076,ACC000222,,2025-01-26 15:51:00,Pago de servicios,Cajero automatico,1052509.68,4481399.25
TXN0001146,ACC000127,,2025-04-29 13:28:00,Compra con tarjeta,Banca web,1272965.25,14015823.66
TXN0000332,ACC000036,,2025-01-04 14:00:00,Consignacion,Banca web,1746720.35,13592093.98
TXN0000335,ACC000037,,2025-08-01 07:11:00,Compra con tarjeta,Cajero automatico,202173.14,927659.09
TXN0000097,ACC000011,EMP010,2025-06-06 12:44:00,Retiro,Sucursal,1478841.38,16565449.32
TXN0000751,ACC000088,,2026-02-13 13:33:00,Consignacion,App movil,3186955.86,11510511.96
TXN0002237,ACC000238,,2025-07-27 07:51:00,Compra con tarjeta,Cajero automatico,280643.66,21210003.81
TXN0000468,ACC000047,,2025-07-29 06:18:00,Transferencia enviada,Banca web,3393815.37,11852883.89
TXN0000318,ACC000034,EMP014,2025-08-20 07:26:00,Transferencia recibida,Sucursal,3326191.17,18561742.87
TXN0000120,ACC000014,EMP018,2026-01-08 20:07:00,Compra con tarjeta,Sucursal,17667.35,20748798.3
TXN0001917,ACC000209,,2025-05-23 16:36:00,Deposito,Banca web,3391518.72,13942585.09
TXN0002207,ACC000237,,2026-01-20 10:32:00,Transferencia enviada,Datafono,1683775.62,20094608.51
TXN0001816,ACC000197,,2025-02-01 08:20:00,Retiro,Cajero automatico,2653879.24,2074988.83
TXN0001522,ACC000162,,2025-04-04 06:27:00,Retiro,Cajero automatico,743664.45,9678654.71
TXN0001710,ACC000186,,2025-06-18 16:10:00,Pago de cuota,Datafono,1151728.72,21331432.73
TXN0000540,ACC000056,,2025-03-19 12:18:00,Pago de cuota,App movil,175884.45,20117029.46
TXN0000954,ACC000110,EMP010,2026-02-05 17:08:00,Retiro,Sucursal,1431430.1,12559406.17
TXN0001471,ACC000158,,2025-04-28 09:10:00,Compra con tarjeta,Banca web,242086.1,4192494.71
TXN0000586,ACC000062,,2025-06-04 20:03:00,Transferencia recibida,Cajero automatico,528686.62,4586701.62
TXN0000898,ACC000105,,2025-10-10 12:37:00,Retiro,Banca web,314436.79,3270830.28
TXN0000998,ACC000113,,2025-03-22 18:01:00,Compra con tarjeta,Cajero automatico,3442115.53,4672013.73
TXN0001358,ACC000149,,2025-08-19 16:27:00,Transferencia recibida,Cajero automatico,913396.8,14613568.28
TXN0001325,ACC000142,,2025-04-30 20:05:00,Transferencia recibida,Banca web,698912.88,14961361.31
TXN0001782,ACC000195,,2025-10-10 21:24:00,Transferencia recibida,App movil,569999.44,10958850.96
TXN0001340,ACC000144,,2025-09-20 15:53:00,Pago de cuota,App movil,92639.7,19775090.05
TXN0000314,ACC000034,,2025-11-23 19:26:00,Pago de servicios,App movil,1556085.66,3807406.82
TXN0001675,ACC000180,,2025-02-28 18:08:00,Transferencia enviada,Cajero automatico,178722.19,21164962.48
TXN0001513,ACC000159,,2025-12-07 07:08:00,Deposito,Datafono,47265.8,7574734.62
TXN0001472,ACC000158,,2025-09-20 18:18:00,Pago de servicios,Datafono,1009671.97,2721216.39
TXN0000575,ACC000059,,2025-08-09 15:46:00,Pago de cuota,Cajero automatico,1469975.16,19813663.73
TXN0001616,ACC000170,,2025-06-08 08:12:00,Deposito,Banca web,1707003.61,9688718.93
TXN0000289,ACC000031,,2025-06-03 16:32:00,Pago de cuota,Cajero automatico,544659.21,24276295.72
TXN0001851,ACC000201,,2025-10-18 09:46:00,Transferencia recibida,Banca web,3209185.69,9800117.64
TXN0002107,ACC000224,,2026-01-06 08:30:00,Consignacion,Datafono,2172198.37,17617374.32
TXN0001131,ACC000126,,2025-11-25 14:54:00,Deposito,Cajero automatico,1558892.31,11003332.89
TXN0000067,ACC000007,,2025-05-07 06:15:00,Consignacion,App movil,1715865.72,4447816.52
TXN0001742,ACC000190,,2025-10-27 14:26:00,Transferencia recibida,Cajero automatico,3171781.35,18231753.2
TXN0001107,ACC000123,,2025-12-04 07:15:00,Deposito,Banca web,264462.54,8652680.86
TXN0002008,ACC000217,,2025-10-16 09:21:00,Transferencia enviada,App movil,921105.87,20695913.31
TXN0001348,ACC000149,EMP010,2025-01-23 10:49:00,Compra con tarjeta,Sucursal,3350628.48,22628536.35
TXN0001594,ACC000168,,2026-04-23 20:48:00,Transferencia enviada,Datafono,3017681.86,22244625.27
TXN0001034,ACC000118,EMP008,2025-09-06 12:44:00,Deposito,Sucursal,3401460.58,5319762.03
TXN0000852,ACC000099,,2025-11-17 17:38:00,Retiro,Datafono,1791960.31,16568798.75
TXN0001187,ACC000131,EMP017,2025-09-12 06:02:00,Consignacion,Sucursal,1760232.63,1066706.34
TXN0001959,ACC000212,,2026-05-18 10:31:00,Consignacion,Cajero automatico,1486522.45,17986825.98
TXN0001359,ACC000151,,2026-04-14 12:49:00,Transferencia enviada,Datafono,3239494.35,4729295.93
TXN0000476,ACC000047,,2025-12-19 10:23:00,Transferencia enviada,Banca web,1894134.42,13345737.5
TXN0000617,ACC000064,,2025-03-04 06:27:00,Retiro,Datafono,1112317.02,6703543.28
TXN0000039,ACC000006,EMP013,2025-03-17 07:18:00,Retiro,Sucursal,921335.71,1864268.04
TXN0000221,ACC000024,,2026-04-28 16:23:00,Transferencia recibida,Cajero automatico,1750707.36,10483132.66
TXN0001919,ACC000209,EMP010,2025-01-17 11:08:00,Transferencia recibida,Sucursal,2796363.99,16561216.35
TXN0001726,ACC000189,,2026-03-09 16:58:00,Transferencia enviada,Datafono,3039787.18,195893.2
TXN0001642,ACC000174,,2025-07-12 10:51:00,Compra con tarjeta,App movil,672981.52,17818399.72
TXN0000543,ACC000057,,2025-11-17 12:26:00,Consignacion,Banca web,886914.13,16792290.61
TXN0001648,ACC000174,,2026-04-11 14:32:00,Pago de servicios,Datafono,1477521.25,1284316.07
TXN0000600,ACC000063,,2025-08-18 10:59:00,Retiro,Banca web,1850202.7,7274668.58
TXN0000937,ACC000109,EMP001,2026-05-01 10:58:00,Compra con tarjeta,Sucursal,3190653.13,21220299.96
TXN0000635,ACC000067,EMP015,2026-03-30 10:49:00,Retiro,Sucursal,2823801.56,2128607.58
TXN0000400,ACC000044,,2025-09-01 20:46:00,Compra con tarjeta,Cajero automatico,745890.05,1367601.41
TXN0000510,ACC000053,,2025-01-30 08:09:00,Compra con tarjeta,App movil,3321282.7,8811559.8
TXN0000069,ACC000007,,2025-04-03 15:01:00,Transferencia recibida,Banca web,183282.14,21429208.57
TXN0000278,ACC000030,,2026-02-16 16:42:00,Consignacion,Cajero automatico,1873312.66,23338664.04
TXN0001819,ACC000199,,2026-06-01 15:48:00,Retiro,App movil,920206.19,13648923.08
TXN0002155,ACC000231,,2026-02-27 17:08:00,Consignacion,Datafono,907247.03,19152117.78
TXN0000835,ACC000096,,2025-07-19 18:06:00,Deposito,Cajero automatico,1138730.86,21246744.92
TXN0000391,ACC000042,,2025-03-22 08:15:00,Retiro,Banca web,2211013.34,17105009.74
